user_id,city,trip_date,vehicle_type,battery_capacity_kwh,battery_health_pct,distance_km,daily_trip_count,charging_frequency_per_week,charging_type,charging_duration_min,charging_station_distance_km,energy_consumed_kwh,electricity_cost_per_kwh,weather_condition,traffic_density,user_income_level,range_km_estimated,range_anxiety_risk,vehicle_type_label,state,year,month,km_per_kwh,cost_per_km,battery_stress_score,charging_dependency_score,range_utilization_pct,efficiency_category,monthly_energy_cost,record_id
0f043e7d-c3b7-4478-9566-18494d053204,Mumbai,2026-03-04,2W,3.25,78.31,34.72,2.0,7.0,public_fast,55.32,1.39,6.34,9.27,rainy,0.416,low,17.54,1.0,Two-Wheeler,Maharashtra,2026.0,3.0,5.476340694006309,1.6927361751152077,151.82999999999998,20.161290322580648,197.94754846066127,Moderate Efficiency,1763.154,0
8507eade-6ee7-4c2d-80b1-eacc566a7cb2,Chennai,2026-08-03,4W,37.14,74.38,1.0,3.0,6.0,home,348.99,3.08,4.16,7.98,extreme_heat,0.266,low,189.43,1.0,Four-Wheeler,Tamil Nadu,2026.0,8.0,0.2403846153846153,33.1968,153.72000000000003,600.0,0.5278994879374966,Low Efficiency,995.904,1
cad267b4-0561-490e-9d43-46b0530d9359,Hyderabad,2021-08-10,3W,7.46,94.55,7.74,2.0,3.0,public_slow,155.97,0.07,1.21,6.71,rainy,0.092,middle,40.26,0.0,Three-Wheeler,Telangana,2021.0,8.0,6.3966942148760335,1.0489793281653743,16.35000000000001,38.75968992248062,19.225037257824145,Moderate Efficiency,243.573,2
26e25157-b9fe-41ce-8d40-3fa3c0979de5,Delhi,2023-09-15,2W,2.37,93.46,66.67,3.0,5.0,public_fast,64.37,0.88,15.74,8.88,clear,0.251,middle,14.2,1.0,Two-Wheeler,Delhi,2023.0,9.0,4.235705209656925,2.096463176841158,32.70000000000003,7.499625018749062,469.5070422535212,Low Efficiency,4193.136,3
9ca94273-0df4-48cb-be60-af643dc606f9,Bangalore,2023-09-28,2W,3.16,86.07,25.27,2.0,4.0,home,361.86,0.8,4.16,8.93,humid,0.166,low,18.97,0.0,Two-Wheeler,Karnataka,2023.0,9.0,6.074519230769231,1.470075187969925,55.72000000000003,15.829046299960428,133.21033210332104,Moderate Efficiency,1114.464,4
df58f6e1-e425-45b7-8c05-d9d1c88e4acb,Ahmedabad,2023-01-10,2W,3.59,83.51,37.52,1.0,4.0,public_fast,39.24,1.36,5.5,7.92,clear,0.331,middle,21.54,0.0,Two-Wheeler,Gujarat,2023.0,1.0,6.821818181818182,1.1609808102345416,65.95999999999998,10.66098081023454,174.1875580315692,Moderate Efficiency,1306.8000000000002,5
2f91d5e0-b3e1-466c-82c0-f6356d1d1767,Mumbai,2023-03-31,3W,8.09,86.5,26.38,3.0,2.0,public_slow,171.21,0.68,3.68,8.36,humid,0.547,middle,25.14,0.0,Three-Wheeler,Maharashtra,2023.0,3.0,7.1684782608695645,1.1662168309325245,27.0,7.58150113722517,104.93237867939538,Moderate Efficiency,922.944,6
7c380a65-b3f6-45e4-8f84-b5261e06009c,Chennai,2019-07-07,2W,3.13,89.31,45.58,3.0,2.0,public_fast,53.81,3.94,7.91,6.67,clear,0.257,high,18.77,1.0,Two-Wheeler,Tamil Nadu,2019.0,7.0,5.762326169405815,1.157518648530057,21.379999999999995,4.3878894251864855,242.83431006925943,Moderate Efficiency,1582.7910000000002,7
6b0cb67f-dd22-41cf-85ff-3f3ba2ef8f43,Bangalore,2023-04-06,2W,2.29,85.9,19.86,2.0,3.0,public_fast,178.47,6.56,4.59,8.4,rainy,0.52,low,12.38,1.0,Two-Wheeler,Karnataka,2023.0,4.0,4.326797385620915,1.9413897280966768,42.29999999999998,15.105740181268882,160.4200323101777,Low Efficiency,1156.6799999999998,8
600d9638-d673-40bb-9901-66c2d67dcfed,Chennai,2021-12-29,2W,34.64,89.04,26.54,4.0,2.0,public_slow,153.63,1.34,3.93,7.0,clear,0.364,middle,207.82,0.0,Two-Wheeler,Tamil Nadu,2021.0,12.0,6.753180661577607,1.0365486058779203,21.919999999999987,7.5357950263752835,12.770666923299007,Moderate Efficiency,825.3000000000001,9
3865ab28-559c-47ae-9545-afe1f365d9d4,Delhi,2021-09-29,2W,4.27,89.45,46.04,3.0,1.0,public_fast,71.74,2.26,8.17,9.19,rainy,0.162,middle,18.34,0.0,Two-Wheeler,Delhi,2021.0,9.0,5.635250917992656,1.6308058210251952,10.549999999999995,2.172024326672459,251.0359869138495,Moderate Efficiency,2252.469,10
767dbc59-e5b9-4b5e-9663-4906d98a2775,Delhi,2019-08-18,4W,43.25,93.89,33.05,2.0,1.0,public_fast,72.41,4.2,6.93,5.84,extreme_heat,0.288,low,220.55,0.0,Four-Wheeler,Delhi,2019.0,8.0,4.769119769119769,1.2245446293494704,6.109999999999999,3.0257186081694405,14.985264112446156,Low Efficiency,1214.136,11
ca5f875b-d5d8-40bd-961b-b86638401729,Chennai,2025-05-12,2W,3.11,88.54,1.0,3.0,5.0,public_slow,190.4,4.36,0.14,9.78,extreme_heat,0.182,low,15.88,1.0,Two-Wheeler,Tamil Nadu,2025.0,5.0,7.142857142857142,1.3692,57.29999999999997,500.0,6.297229219143577,Moderate Efficiency,41.076,12
c6a9dcde-342e-4b30-926d-20bb033fd3c3,Delhi,2024-02-23,2W,3.11,89.24,27.62,3.0,3.0,home,362.96,2.74,4.31,9.83,humid,0.492,middle,18.68,0.0,Two-Wheeler,Delhi,2024.0,2.0,6.408352668213458,1.5339355539464152,32.280000000000015,10.861694424330196,147.85867237687367,Moderate Efficiency,1271.0189999999998,13
2a37e66a-4bdc-4be6-9fad-cd0ae00cf4e6,Pune,2025-07-18,2W,3.41,91.48,21.32,5.0,4.0,home,246.63,3.17,3.5,8.18,extreme_heat,0.224,low,17.4,1.0,Two-Wheeler,Maharashtra,2025.0,7.0,6.091428571428572,1.342870544090056,34.079999999999984,18.76172607879925,122.52873563218392,Moderate Efficiency,858.9,14
f370c1b9-0004-44cd-98ae-63f58b0d5773,Delhi,2026-10-01,3W,6.59,96.83,10.55,2.0,3.0,public_slow,181.68,3.83,2.35,6.36,extreme_heat,0.19,middle,33.63,0.0,Three-Wheeler,Delhi,2023.0,7.0,4.48936170212766,1.4166824644549765,9.510000000000003,28.43601895734597,31.37079988105858,Low Efficiency,448.38000000000005,15
11ff4d56-8737-45cf-b597-693f7da131be,Pune,2025-09-06,3W,7.55,86.28,28.21,4.0,3.0,public_slow,186.93,0.3,4.66,9.39,clear,0.133,middle,45.32,0.0,Three-Wheeler,Maharashtra,2025.0,9.0,6.053648068669528,1.5511308046791918,41.16,10.63452676355902,62.246248896734336,Moderate Efficiency,1312.7220000000002,16
6af8ef62-d507-417f-a416-2f2ca28bc59f,Ahmedabad,2025-01-08,2W,3.44,87.33,10.61,3.0,6.0,public_slow,216.2,1.39,1.49,8.4,humid,0.285,low,20.62,0.0,Two-Wheeler,Gujarat,2025.0,1.0,7.120805369127517,1.179641847313855,76.02000000000001,56.55042412818096,51.454898157128994,Moderate Efficiency,375.48,17
0ffa2017-33d0-43dd-942b-02ba262076c3,Mumbai,2024-02-02,4W,44.77,88.26,20.27,2.0,5.0,public_slow,149.09,0.68,3.33,8.26,humid,0.187,high,268.62,0.0,Four-Wheeler,Maharashtra,2024.0,2.0,6.087087087087087,1.356970892945239,58.69999999999997,24.6669955599408,7.545975727793909,Moderate Efficiency,825.174,18
a63b6c9f-cd97-4b02-9354-0737ef3ee855,Mumbai,2024-09-10,4W,35.53,83.33,48.41,1.0,4.0,public_fast,70.99,7.45,7.82,7.23,rainy,0.416,low,191.89,0.0,Four-Wheeler,Maharashtra,2024.0,9.0,6.190537084398977,1.1679115885147695,66.68,8.262755629002273,25.22799520558653,Moderate Efficiency,1696.158,19
de1eaf35-5a03-4041-9c86-d33860b99046,Ahmedabad,2025-01-18,4W,36.69,86.26,13.11,3.0,4.0,home,330.3,1.59,1.8,9.87,humid,0.121,middle,220.15,0.0,Four-Wheeler,Gujarat,2025.0,1.0,7.283333333333333,1.3551487414187642,54.95999999999998,30.511060259344013,5.955030660913013,Moderate Efficiency,532.9799999999999,20
dbce4fc2-1c8e-4f4d-ba9f-eedd0e60fb33,Ahmedabad,2023-01-26,4W,41.89,96.26,5.1,2.0,5.0,home,256.16,1.28,1.07,6.72,clear,0.121,low,251.32,0.0,Four-Wheeler,Gujarat,2023.0,1.0,4.766355140186915,1.4098823529411766,18.69999999999997,98.03921568627452,2.029285373229349,Low Efficiency,215.712,21
65e884b4-6e8c-4522-8cec-56e2d79c4a0d,Mumbai,2019-11-19,3W,9.63,92.85,18.4,2.0,2.0,home,386.48,0.15,3.04,4.56,rainy,0.439,low,52.02,0.0,Three-Wheeler,Maharashtra,2019.0,11.0,6.052631578947368,0.7533913043478261,14.300000000000011,10.869565217391305,35.37101114955786,Moderate Efficiency,415.872,22
0df916a9-9a99-4bd3-a5b5-f3971f2b7ddf,Delhi,2025-03-01,2W,3.32,89.31,1.0,3.0,6.0,public_slow,155.39,4.72,0.19,11.11,extreme_heat,0.361,high,16.95,1.0,Two-Wheeler,Delhi,2025.0,3.0,5.2631578947368425,2.1109,64.13999999999999,600.0,5.899705014749262,Moderate Efficiency,63.327,23
debc795c-d8ec-4d55-aef7-926b38628ce7,Delhi,2026-09-26,3W,7.79,76.53,16.16,3.0,6.0,public_fast,67.14,0.66,3.05,8.81,humid,0.368,middle,46.75,0.0,Three-Wheeler,Delhi,2026.0,9.0,5.298360655737706,1.6627784653465347,140.82,37.12871287128713,34.56684491978609,Moderate Efficiency,806.115,24
93808821-54e7-4600-8ec4-153975aaf67e,Delhi,2020-05-10,2W,2.11,90.9,14.96,3.0,3.0,public_fast,91.06,3.5,4.16,6.06,clear,0.185,middle,12.64,1.0,Two-Wheeler,Delhi,2020.0,5.0,3.5961538461538463,1.685133689839572,27.299999999999983,20.05347593582888,118.35443037974684,Low Efficiency,756.2879999999999,25
1e9fbc99-1e50-4871-84e9-e9f80f00aaa8,Mumbai,2021-06-21,2W,3.16,93.35,26.45,2.0,3.0,public_slow,147.27,3.14,4.42,9.09,clear,0.213,low,18.97,1.0,Two-Wheeler,Maharashtra,2021.0,6.0,5.984162895927602,1.5190094517958412,19.950000000000017,11.342155009451796,139.43068002108595,Moderate Efficiency,1205.3339999999998,26
92f98799-d700-4cd5-a82b-e00075ca801b,Mumbai,2022-09-15,3W,5.91,99.85,20.36,1.0,4.0,public_fast,72.28,0.17,4.43,8.86,extreme_heat,0.186,low,30.14,0.0,Three-Wheeler,Maharashtra,2022.0,9.0,4.595936794582393,1.92778978388998,0.6000000000000227,19.64636542239686,67.55142667551426,Low Efficiency,1177.4939999999997,27
0003d09b-548a-483a-b6f5-a8aac355a42b,Hyderabad,2025-05-27,2W,2.64,80.93,29.66,4.0,6.0,public_fast,77.15,0.12,4.38,8.84,extreme_heat,0.368,low,13.47,1.0,Two-Wheeler,Telangana,2025.0,5.0,6.771689497716896,1.3054349291975724,114.41999999999996,20.229265003371545,220.1930215293244,Moderate Efficiency,1161.576,28
acbb4d82-6e45-46dd-9bd9-1aed716cb725,Bangalore,2023-11-01,2W,3.25,88.44,3.32,3.0,3.0,public_fast,53.14,1.61,0.51,8.46,clear,0.198,middle,19.48,0.0,Two-Wheeler,Karnataka,2023.0,11.0,6.509803921568627,1.2995783132530123,34.68000000000001,90.36144578313254,17.04312114989733,Moderate Efficiency,129.43800000000002,29
9343f779-982c-4f17-9a99-c97b33e63ad2,Mumbai,2020-02-08,2W,3.73,101.8,57.3,4.0,1.0,public_fast,77.45,1.25,13.68,6.68,clear,0.671,low,22.35,0.0,Two-Wheeler,Maharashtra,2020.0,2.0,4.18859649122807,1.594806282722513,-1.7999999999999972,1.7452006980802792,256.3758389261745,Low Efficiency,2741.472,30
7173388b-6993-4b54-88fb-f6f0fa8fa177,Delhi,2024-01-12,2W,2.04,86.81,33.57,4.0,5.0,public_fast,74.84,0.05,6.07,9.98,extreme_heat,0.385,low,10.42,1.0,Two-Wheeler,Delhi,2024.0,1.0,5.5304777594728165,1.8045457253500152,65.94999999999999,14.894250819183794,322.168905950096,Moderate Efficiency,1817.358,31
0003d09b-548a-483a-b6f5-a8aac355a42b,Ahmedabad,2023-12-21,4W,31.43,94.77,23.28,2.0,5.0,public_slow,116.22,3.79,5.29,7.4,clear,0.26,low,188.61,1.0,Four-Wheeler,Gujarat,2023.0,12.0,4.400756143667297,1.6815292096219931,26.15000000000002,21.477663230240548,12.342929855256878,Low Efficiency,1174.38,32
8cac4e32-0c76-49e6-ac50-4267632251f1,Mumbai,2019-03-02,4W,33.16,102.68,40.91,5.0,3.0,home,250.33,3.82,5.27,5.7,rainy,0.158,middle,179.05,0.0,Four-Wheeler,Maharashtra,2019.0,3.0,7.76280834914611,0.7342703495477878,-8.04000000000002,7.33317037399169,22.84836637810667,Moderate Efficiency,901.17,33
6b91a4b6-9daa-4003-8569-c3a77610468f,Mumbai,2023-07-01,2W,2.88,92.86,34.68,3.0,5.0,home,242.1,4.69,9.06,8.69,extreme_heat,0.656,low,14.67,1.0,Two-Wheeler,Maharashtra,2023.0,7.0,3.827814569536424,2.2702249134948094,35.7,14.417531718569782,236.40081799591,Low Efficiency,2361.942,34
26127629-dced-469a-91b8-d395d3d04ebf,Bangalore,2024-02-07,2W,2.76,91.67,39.72,1.0,4.0,public_slow,179.41,0.8,5.96,9.3,extreme_heat,0.41,low,14.06,0.0,Two-Wheeler,Karnataka,2024.0,2.0,6.664429530201343,1.3954682779456196,33.31999999999999,10.070493454179257,282.50355618776666,Moderate Efficiency,1662.84,35
ee1ed617-dce1-440e-9ae6-ee8a264a8353,Hyderabad,2019-08-28,3W,8.37,95.3,17.29,2.0,1.0,home,296.24,0.37,3.18,6.96,humid,0.106,low,25.14,0.0,Three-Wheeler,Telangana,2019.0,8.0,5.437106918238993,1.2800925390399076,4.700000000000003,5.78368999421631,68.77486077963404,Moderate Efficiency,663.984,36
835b8981-04b5-4a0b-b80f-97c682e2b59d,Ahmedabad,2024-08-21,3W,4.27,84.04,25.86,2.0,2.0,home,293.88,5.07,4.48,8.54,clear,0.237,high,39.4,0.0,Three-Wheeler,Gujarat,2024.0,8.0,5.772321428571428,1.479474091260634,31.919999999999987,7.733952049497293,65.63451776649745,Moderate Efficiency,1147.776,37
8a829f6d-7d76-47cb-803e-de27ab666a8c,Chennai,2019-10-06,4W,43.07,103.79,17.04,3.0,1.0,public_fast,54.5,0.07,3.4,3.7,clear,0.043,high,258.43,0.0,Four-Wheeler,Tamil Nadu,2019.0,10.0,5.011764705882353,0.7382629107981221,-3.7900000000000063,5.868544600938967,6.593661726579731,Moderate Efficiency,377.4,38
78165ccb-b64f-4030-8f9b-c12b845f1ba6,Hyderabad,2025-06-29,2W,3.01,86.84,10.42,2.0,5.0,home,391.43,0.78,2.12,6.54,extreme_heat,0.217,middle,15.37,0.0,Two-Wheeler,Telangana,2025.0,6.0,4.915094339622641,1.330595009596929,65.79999999999998,47.98464491362764,67.79440468445023,Low Efficiency,415.944,39
8a064b9b-902c-481c-9979-a73b73cb2695,Bangalore,2022-07-19,2W,3.84,95.41,24.88,4.0,4.0,public_slow,183.09,0.67,5.3,6.64,humid,0.432,low,23.06,0.0,Two-Wheeler,Karnataka,2022.0,7.0,4.694339622641509,1.414469453376206,18.360000000000014,16.077170418006432,107.89245446660884,Low Efficiency,1055.76,40
273391e5-8136-44dc-a804-c7ab822929b9,Chennai,2026-07-14,2W,2.04,83.71,25.42,3.0,5.0,public_fast,52.77,0.67,4.92,9.26,clear,0.249,low,12.26,1.0,Two-Wheeler,Tamil Nadu,2026.0,7.0,5.166666666666667,1.7922580645161288,81.45000000000003,19.66955153422502,207.3409461663948,Moderate Efficiency,1366.7759999999998,41
